"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000032269",4021.99390336346,2.44543520877138,0.0650147825517328,37.6135259212091,0,0
"ENSMUSG00000090223",3507.75531775482,2.95895523928668,0.0758307162732853,39.0205365939435,0,0
"ENSMUSG00000056602",2013.31554891756,-2.49936520764207,0.0710221505050183,-35.1913479086425,2.7119798254881e-271,1.56436036266905e-267
"ENSMUSG00000034403",1031.55323443881,-4.73479566407506,0.14516817135626,-32.6159351587843,2.43801301248967e-233,1.05474537952834e-229
"ENSMUSG00000019989",2709.72723349523,2.00385455699376,0.0637636569136422,31.4262803293679,8.85490610102003e-217,3.06468300156303e-213
"ENSMUSG00000040537",10054.2481334471,-3.14295084575104,0.100344677582933,-31.3215500957033,2.37484064360103e-215,6.84943622291932e-212
"ENSMUSG00000033436",10371.0006900993,-1.7890473888445,0.058001497063291,-30.8448484854157,6.56751783822877e-209,1.62358423129356e-205
"ENSMUSG00000029625",4875.88959065099,-1.76576469889215,0.0572756014224747,-30.8292650803885,1.06247543422376e-208,2.29826717365527e-205
"ENSMUSG00000050071",999.984835309038,-3.95057877611051,0.129666019723804,-30.4673405146966,7.05981531726857e-204,1.35744560072592e-200
"ENSMUSG00000051910",1856.15169555508,-2.29871958736251,0.0757807774573828,-30.333808447073,4.10860372840709e-202,7.10993875200846e-199
"ENSMUSG00000044258",7815.40478641717,2.04737110829024,0.0678464913566392,30.1765215466797,4.81550815947627e-200,7.57566988179426e-197
"ENSMUSG00000047250",5410.0210145663,2.21611431253089,0.0756250971448469,29.3039532668144,9.23563258541168e-189,1.33185518242124e-185
"ENSMUSG00000020297",21199.8631551303,-1.35399027663573,0.0470684616311811,-28.7664017414743,5.64826306095329e-182,7.51870709767666e-179
"ENSMUSG00000039131",2054.12507847404,1.76602525340806,0.0615906938796312,28.6735729404099,8.15009340727109e-181,1.00740976009162e-177
"ENSMUSG00000056820",8000.98601120019,-1.78021675319782,0.0623093765532155,-28.5706076946128,1.55819553945753e-179,1.79763825402084e-176
"ENSMUSG00000030208",8687.27906413605,1.52642837849161,0.0550756063494339,27.7151443201006,4.58688148017018e-169,4.96099900089656e-166
"ENSMUSG00000031558",2210.31782182664,-2.37411977757702,0.0857319733861482,-27.6923495844854,8.63238335180822e-169,8.78725846488478e-166
"ENSMUSG00000029838",5217.13538869998,2.16603008698398,0.0784517168473467,27.6097219286953,8.50501743193733e-168,8.17662925887086e-165
"ENSMUSG00000022456",2611.41206354553,-1.65558206748308,0.060290449668967,-27.4601048188109,5.26246604130952e-166,4.79299867604533e-163
"ENSMUSG00000040703",1039.69027485399,-2.57346603648962,0.0941439096279147,-27.3354489595847,1.60843361774921e-164,1.39169718775751e-161
"ENSMUSG00000028185",651.555078259692,3.8068238878694,0.140827108869467,27.031896901313,6.23577073815339e-161,5.13857202970212e-158
"ENSMUSG00000032231",5969.69627285533,1.50093714481605,0.0558394725661452,26.8795007516968,3.81413861057037e-159,3.00016675708729e-156
"ENSMUSG00000031410",2664.9627285994,-2.95271563533118,0.110453369271306,-26.7326895939086,1.96293379583177e-157,1.47689431899429e-154
"ENSMUSG00000055745",1982.06558287697,-2.02150799058181,0.0759205755436765,-26.6266157244665,3.33954254249927e-156,2.40794932074791e-153
"ENSMUSG00000031026",7182.70402340519,-2.04191658273279,0.077407616976287,-26.378755250382,2.40217036450981e-153,1.66278232631369e-150
"ENSMUSG00000034543",17918.6662024852,1.25936489316644,0.0484481746545476,25.9940627721509,5.7799504823873e-149,3.84700165760432e-146
"ENSMUSG00000029623",13325.0076635471,-1.56543218446036,0.0602472473591091,-25.9834640266543,7.6159903176516e-149,4.88128564618374e-146
"ENSMUSG00000098557",864.475803405648,2.22311501831147,0.086227932587356,25.7818429783095,1.41729375672682e-146,8.75938159291344e-144
"ENSMUSG00000000148",3778.23166452066,-1.53963151886315,0.0603159018566627,-25.526129452926,1.01106378686124e-143,6.03326166608063e-141
"ENSMUSG00000026185",2281.72778359236,1.91005601975769,0.0751053983517092,25.4316741762441,1.12606642950155e-142,6.49552652084145e-140
"ENSMUSG00000001270",1476.70253709755,-2.12215794398898,0.0837538731853483,-25.3380275237257,1.21777991138869e-141,6.79796173115527e-139
"ENSMUSG00000026443",1293.68824359634,-2.41881455900694,0.0954819528256931,-25.33268840262,1.39446117618188e-141,7.54098457932109e-139
"ENSMUSG00000031538",2483.2659749786,1.76777775054687,0.0700753548777649,25.2268112466997,2.03530610553879e-140,1.06730218655602e-137
"ENSMUSG00000029621",7005.72839875294,-1.34300811748313,0.0537285120818255,-24.9961903921292,6.7252349250701e-138,3.42294677583347e-135
"ENSMUSG00000031845",871.949914861721,-3.38123338135399,0.13622745174795,-24.8204993778347,5.38652261355667e-136,2.66325068078852e-133
"ENSMUSG00000028776",826.143851525064,2.66990422090382,0.107697792902791,24.7907050733502,1.12927725815584e-135,5.42837304232969e-133
"ENSMUSG00000038722",4149.91574751916,-1.64987848040606,0.0669055660624697,-24.6598090040157,2.8884168678166e-134,1.3509203756099e-131
"ENSMUSG00000029624",2091.42916602855,-1.62846428682094,0.0674539907537911,-24.1418523740853,9.09306649299585e-129,4.14093462266561e-126
"ENSMUSG00000029314",1684.73965158116,-2.18957923236473,0.0910895471414454,-24.037656362093,1.12379224587266e-127,4.98646790123751e-125
"ENSMUSG00000056493",7987.31459274722,-1.48757752166407,0.0620995725233261,-23.954714359834,8.2519136182667e-127,3.56998412910263e-124
"ENSMUSG00000000159",233.035870582008,5.36448355754942,0.22647647444411,23.6867143517517,4.94240970345656e-124,2.08605853459307e-121
"ENSMUSG00000022098",3191.84126459068,1.35294997566469,0.057413004678206,23.5652180764242,8.76581105066641e-123,3.61172286266148e-120
